fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240504 222810	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	216	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.116442212945253	0.620141147691607	1657	1940	13535	57457368.8155922	1
20240504 223426	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	111	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.338295321238792	0.688560357001972	1402	1486	11316	51300635.6821589	2
20240504 223918	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	64	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.368849628071935	0.756701571551134	823	1192	13388	42272641.6791604	3
20240504 224215	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	348	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.207485957027722	0.652841042911386	39	456	13912	52815904.047976	4
20240504 230217	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1137	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0424421492051256	0.58984832307637	1500	1673	13743	57751449.7751124	5
20240504 231324	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	68	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.243669583994377	0.845772706995654	1182	678	12069	57364814.0929535	6
20240504 232023	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	51	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.190173889492852	0.545496719712	544	915	12712	54356533.7331334	7
20240504 232513	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	68	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.260531921063233	0.888848961466128	421	1074	12547	53226106.4467766	8
20240504 233058	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	243	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.415484429826206	0.6293954721918	676	811	10492	48909067.4662669	9
20240504 233626	884	1164528	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	101	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.290488329970906	0.726328796299964	1874	1847	14530	54921484.2578711	10
