fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240504 224512	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	551	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.116442212945253	0.620141147691607	1657	1940	13013	57029185.9070465	1
20240504 225155	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	119	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.338295321238792	0.688560357001972	1402	1486	14725	48915314.8425787	2
20240504 225643	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	142	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.368849628071935	0.756701571551134	823	1192	11072	51936803.5982009	3
20240504 225843	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	153	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.207485957027722	0.652841042911386	39	456	13741	50779098.9505247	4
20240504 231347	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	951	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0424421492051256	0.58984832307637	1500	1673	14163	58975587.7061469	5
20240504 232246	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	119	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.243669583994377	0.845772706995654	1182	678	13129	52921305.8470765	6
20240504 232950	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	121	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.190173889492852	0.545496719712	544	915	12510	54094227.886057	7
20240504 233414	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	75	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.260531921063233	0.888848961466128	421	1074	15162	50540806.5967017	8
20240504 233840	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	127	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.415484429826206	0.6293954721918	676	811	16179	46510376.3118441	9
20240504 234324	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	92	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.290488329970906	0.726328796299964	1874	1847	15944	52475646.1769115	10
20240504 235356	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	314	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0713761257044061	0.857304004042929	1936	538	13750	57419925.0374813	11
20240505 000907	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	652	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.031696986097487	0.564620512489012	905	284	13632	59776383.808096	12
20240505 002025	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	114	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.401693661799895	0.508955064343208	1704	947	13205	52000892.053973	13
20240505 002313	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.468036906809092	0.799595661668782	182	1632	16049	46032070.4647676	14
20240505 002522	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.475857335697412	0.803811210537733	377	197	12835	52825674.6626687	15
20240505 003057	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	107	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.152025137848681	0.701898286024771	1074	1321	15504	57122542.7286357	16
20240505 011011	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1994	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.015604571439672	0.543459174290612	1242	942	12608	58600047.976012	17
20240505 013651	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1145	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0287563705683573	0.539948515370754	1315	541	13030	59791019.4902549	18
20240505 021045	884	1020626	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	773	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.030821253647496	0.513506392892309	1332	431	12717	61282583.2083958	19
