fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240505 142719	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	330	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.116442212945253	0.620141147691607	1657	1940	11118	59861472.2638681	1
20240505 142959	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	90	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.338295321238792	0.688560357001972	1402	1486	15243	54993698.6506747	2
20240505 143238	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	168	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.368849628071935	0.756701571551134	823	1192	12336	55488911.5442279	3
20240505 143342	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	115	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.207485957027722	0.652841042911386	39	456	12951	55901182.9085457	4
20240505 144014	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	965	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0424421492051256	0.58984832307637	1500	1673	13408	59989913.0434783	5
20240505 144431	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	99	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.243669583994377	0.845772706995654	1182	678	11000	55801799.1004498	6
20240505 144734	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	33	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.190173889492852	0.545496719712	544	915	11126	59628476.7616192	7
20240505 145000	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	90	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.260531921063233	0.888848961466128	421	1074	12846	56859961.0194903	8
20240505 145249	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	254	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.415484429826206	0.6293954721918	676	811	14254	52123037.4812594	9
20240505 145457	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	103	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.290488329970906	0.726328796299964	1874	1847	11501	56391632.6836582	10
20240505 145905	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	166	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0713761257044061	0.857304004042929	1936	538	10952	59728467.7661169	11
20240505 150513	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	282	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.031696986097487	0.564620512489012	905	284	12180	58931184.4077961	12
20240505 150939	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	284	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.401693661799895	0.508955064343208	1704	947	9755	53375119.94003	13
20240505 151121	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	13	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.468036906809092	0.799595661668782	182	1632	10835	57086904.047976	14
20240505 151249	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.475857335697412	0.803811210537733	377	197	10532	51830746.6266867	15
20240505 151500	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	63	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.152025137848681	0.701898286024771	1074	1321	10796	60000725.6371814	16
20240505 151913	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	188	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.104870700236542	0.500003466261961	657	1373	10340	61022818.5907046	17
20240505 152719	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	656	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.139483464395585	0.500024705978064	511	1958	11973	57353083.958021	18
20240505 153210	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	274	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0894538716063659	0.500949607379511	1598	1117	12962	60004494.7526237	19
20240505 153645	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	521	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0709882286098181	0.701824266171058	836	1183	12831	59715635.6821589	20
20240505 154236	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	449	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0998904918108099	0.50145106941899	1062	1219	12223	57154268.3658171	21
20240505 154709	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	507	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0458091639755122	0.801665898625506	1760	1392	11618	59180122.9385307	22
20240505 155053	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	371	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0737106803499838	0.705756045143756	1580	1370	11575	60671701.6491754	23
20240505 155442	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	381	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0769857416729013	0.711867949440239	1591	1369	11191	59221362.8185907	24
20240505 155844	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	408	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0662392387201157	0.625447346744527	2047	1333	12336	60160995.5022489	25
20240505 160415	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	596	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0362158464874706	0.621474489128705	1960	1027	14206	59669316.3418291	26
20240505 160723	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	248	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0816483065518961	0.658888431744992	2044	1447	11494	60827325.3373313	27
20240505 161003	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	147	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0877042768797692	0.657229820738162	2048	1481	11204	59803772.113943	28
20240505 161342	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	359	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0670266223154335	0.691264656064813	2048	1441	11958	60093436.2818591	29
20240505 161719	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	352	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0698861959567371	0.687013778377337	2048	1398	9699	59826478.2608696	30
20240505 162036	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	274	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.071892606063944	0.681920887893737	2048	1395	10703	60917026.9865067	31
20240505 162449	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	479	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0896336919198172	0.654845933913061	2048	1418	11407	58842028.4857571	32
20240505 162849	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	434	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0625045494760065	0.660093450943241	1840	1464	12302	59533040.4797601	33
20240505 163535	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1000	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0509830430427863	0.741025429489976	560	1359	10861	58889203.898051	34
20240505 164029	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	505	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0719448313719108	0.664413578865213	2048	1030	12889	59479626.6866567	35
20240505 164453	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	562	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0637033938825106	0.686167003100176	2048	1706	12795	58450202.3988006	36
20240505 164844	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	372	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0829353046950537	0.649198300889648	1698	1279	13418	60084950.5247376	37
20240505 165210	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	284	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0845880897309169	0.651504697259878	1699	1295	11387	60053872.5637181	38
20240505 165525	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	254	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0854769830988577	0.646968088014564	1693	1307	11889	59415698.6506747	39
20240505 165959	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	540	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0760612931478203	0.632961107927069	1719	1312	13135	59071701.6491754	40
20240505 170246	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	133	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.110708284519906	0.899753357643177	2032	1294	12287	59490784.107946	41
20240505 171510	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1476	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0102251722128755	0.641117722291808	2048	730	12271	60125290.8545727	42
20240505 173043	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2151	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0101148139997727	0.688560711089165	2048	866	12513	59199410.7946027	43
20240505 173753	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	218	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0521415925390971	0.530909892874187	2048	100	14651	58314766.1169415	44
20240505 174124	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	289	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0737674644437016	0.693841819692234	1876	1137	11639	59886178.4107946	45
20240505 174446	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	246	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0738150728195718	0.685188215850288	1881	1179	11448	60467454.2728636	46
20240505 174833	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	321	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0757371285287809	0.693008983841275	1884	1123	12807	60115491.7541229	47
20240505 175137	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	192	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0762915925347432	0.695546660109942	1877	1111	11314	60260278.8605697	48
20240505 175512	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	297	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.07737268106997	0.701903034145723	1820	1138	12513	60424118.4407796	49
20240505 175904	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	354	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0800861403674191	0.702603673543166	1870	1073	14293	58247356.8215892	50
20240505 180918	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1490	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100615751998852	0.618779659226733	1686	1293	10221	61721887.5562219	51
20240505 182542	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2134	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100173814817272	0.608425947128814	1612	1329	10657	61214847.0764618	52
20240505 183704	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1507	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.010047945066928	0.584904251076921	1603	1337	10267	62119239.88006	53
20240505 185520	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1531	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100489459428658	0.508331462592813	1802	1349	9979	61639011.994003	54
20240505 191144	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1758	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.010032783596932	0.500666087163122	1642	1390	11467	61328115.4422789	55
20240505 192755	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1714	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100107775851245	0.505023820724084	1652	1388	11296	61509841.0794603	56
20240505 194411	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1714	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100107775851245	0.505023820724084	1652	1388	11296	61509841.0794603	57
20240505 195819	884	444745	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1386	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100249927728548	0.509282217244652	1883	1366	10503	61385332.8335832	58
