fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240504 231653	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	336	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.116442212945253	0.620141147691607	1657	1940	12265	56947848.5757121	1
20240504 232028	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	96	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.338295321238792	0.688560357001972	1402	1486	13555	54692481.2593703	2
20240504 232322	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	69	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.368849628071935	0.756701571551134	823	1192	12183	54431029.9850075	3
20240504 232426	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	33	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.207485957027722	0.652841042911386	39	456	12162	56145844.077961	4
20240504 233202	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	828	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0424421492051256	0.58984832307637	1500	1673	11946	59298851.5742129	5
20240504 233706	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	64	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.243669583994377	0.845772706995654	1182	678	13552	54639772.113943	6
20240504 234133	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	108	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.190173889492852	0.545496719712	544	915	13831	58073116.9415292	7
20240504 234541	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	300	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.260531921063233	0.888848961466128	421	1074	12713	56342319.3403298	8
20240504 234825	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	59	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.415484429826206	0.6293954721918	676	811	14131	53706430.2848576	9
20240504 235101	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	61	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.290488329970906	0.726328796299964	1874	1847	13806	54973544.2278861	10
20240504 235647	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	194	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0713761257044061	0.857304004042929	1936	538	12918	57188008.9955022	11
20240505 000551	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	465	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.031696986097487	0.564620512489012	905	284	14543	59744733.1334333	12
20240505 001313	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	121	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.401693661799895	0.508955064343208	1704	947	13674	53875631.1844078	13
20240505 001512	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	13	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.468036906809092	0.799595661668782	182	1632	11426	51507127.4362819	14
20240505 001833	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	393	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.475857335697412	0.803811210537733	377	197	12890	51408080.9595202	15
20240505 002202	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	172	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.152025137848681	0.701898286024771	1074	1321	14226	56361700.149925	16
20240505 003904	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1390	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0180752415205023	0.500021434014018	691	950	11683	59519875.5622189	17
20240505 004959	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	624	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0225393829950968	0.500002477722046	1410	686	12075	60148973.0134933	18
20240505 005920	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	206	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0471378240955878	0.500003536772745	1175	774	13116	60797787.1064468	19
20240505 010512	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	88	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.068091765648144	0.500059836890277	1042	677	13185	59281041.9790105	20
20240505 011613	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	747	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0265738316246211	0.500197470043863	1268	942	12168	60352851.5742129	21
20240505 012252	883	588337	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	244	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0345045341967381	0.507660755448757	1256	881	14271	59797674.6626687	22
